point_index,x,y,z,cp_effect,cp_effect_normalized,cp_baseline,dm_effect,dm_effect_normalized,dm_baseline,ea_effect,ea_effect_normalized,ea_baseline,efl_effect,efl_effect_normalized,efl_baseline,eng_effect,eng_effect_normalized,eng_baseline,gap_effect,gap_effect_normalized,gap_baseline,gse_effect,gse_effect_normalized,gse_baseline,hard_effect,hard_effect_normalized,hard_baseline,homo_effect,homo_effect_normalized,homo_baseline,ie_effect,ie_effect_normalized,ie_baseline,lumo_effect,lumo_effect_normalized,lumo_baseline,nfl_effect,nfl_effect_normalized,nfl_baseline,s1_exe_effect,s1_exe_effect_normalized,s1_exe_baseline,s1_osc_effect,s1_osc_effect_normalized,s1_osc_baseline,s2_exe_effect,s2_exe_effect_normalized,s2_exe_baseline,s2_osc_effect,s2_osc_effect_normalized,s2_osc_baseline
0,0.969663,1.451681,-0.346153,-0.028288837103460196,0.43569003450286803,-0.09654005354146022,0.11093656859999923,0.6865919181302635,2.1909103077467873,0.025040680409631477,-0.6342912867181932,-0.20681454948928035,0.013479946195919024,-0.5271109134003353,0.015361530441065308,0.028288837103460196,-0.43569003450286814,0.09654005354146022,0.16306766247991256,0.45363763536043167,19.453942817510946,-3.573529612265702,-0.650268916050994,-47696.54576910705,0.0032481566938287187,0.43185794827076185,0.3033546030307406,-0.8428702593508914,-0.005242248604739652,-13.547519040705426,0.031536993797288915,0.07874002669902036,0.3998946565722008,-0.6798025968709782,0.657723847864071,5.906423776805522,-9.428008098343923,0.4703764684844238,65.09768045811006,0.17245616697582022,0.48051195827160087,9.682785769035064,0.00021395161248856376,0.40883636625158126,0.02106275380895957,0.1752074480779413,0.40173912508166,11.534554085927041,2.871831892714676e-05,-0.9411965475660486,1.3929534916197028e-13
1,0.004572,-0.011758,1.637124,-0.029770589791183966,0.16989334588619553,-0.09654005354146022,0.0032419552284275177,-0.19582273185082988,2.1909103077467873,0.026415649663405816,-0.48098124547865206,-0.20681454948928035,0.014256748922906307,-0.3081070094067193,0.015361530441065308,0.029770589791183966,-0.16989334588619565,0.09654005354146022,0.17656525190593797,0.5063777210934817,19.453942817510946,-1.8338041574606905,-0.41267417509136806,-47696.54576910705,0.00335494012777815,0.45483779085126974,0.3033546030307406,-0.8984345113490884,-0.28745054198954,-13.547519040705426,0.033125529918962116,0.2926035200146655,0.3998946565722008,-0.7218692594431508,0.49756057190929615,5.906423776805522,-9.802651529812422,0.238204878259753,65.09768045811006,0.17509366135253934,0.49016685721292386,9.682785769035064,0.0007048247452198717,0.7818776791201834,0.02106275380895957,0.20442894052453298,0.5336323734978492,11.534554085927041,2.644610053896432e-05,-0.9464200006527969,1.3929534916197028e-13
2,-0.393951,0.847387,1.315983,-0.03123466082460169,-0.09273160887586762,-0.09654005354146022,0.06829275856081818,0.33718240235667984,2.1909103077467873,0.025724487968261656,-0.558046261801652,-0.20681454948928035,0.014732282311782481,-0.17403993545719454,0.015361530441065308,0.03123466082460169,0.09273160887586762,0.09654005354146022,0.2888906875914312,0.9452748397621407,19.453942817510946,-4.378841927536996,-0.7602506205837503,-47696.54576910705,0.005510172856340034,0.9186448346495137,0.3033546030307406,-0.9903244152424326,-0.7541551591573463,-13.547519040705426,0.036744833680941724,0.7798678228824687,0.3998946565722008,-0.7014337276509996,0.5753661670665884,5.906423776805522,-10.025806148129352,0.09991294985855448,65.09768045811006,0.2932337013910633,0.9226341858882074,9.682785769035064,0.0009918449311224799,1.0,0.02106275380895957,0.30245537159629876,0.976081521101495,11.534554085927041,0.00016433738555710233,-0.6294308141777182,1.3929534916197028e-13
3,0.640404,0.688781,1.311271,-0.031094593641014967,-0.06760636774105633,-0.09654005354146022,0.054679349761030505,0.2256385564294221,2.1909103077467873,0.02629087303886024,-0.4948939270912057,-0.20681454948928035,0.014759191239504275,-0.1664535045415736,0.015361530441065308,0.031094593641014967,0.06760636774105633,0.09654005354146022,0.2509019373963852,0.7968387095065383,19.453942817510946,-3.4666320570977405,-0.6356698901764224,-47696.54576910705,0.004803720602154726,0.7666159946750353,0.3033546030307406,-0.9685082352416794,-0.6433517792002477,-13.547519040705426,0.03589831424316969,0.6659015103438315,0.3998946565722008,-0.717606297845294,0.5137912365980088,5.906423776805522,-10.038297104111706,0.09217213587315465,65.09768045811006,0.2539111075401266,0.7786886013619758,9.682785769035064,0.0008488670149070718,0.8913432697376655,0.02106275380895957,0.26728729788274563,0.817347962536743,11.534554085927041,0.00013845351682285588,-0.6889335339603153,1.3929534916197028e-13
4,-0.932374,-0.153153,1.307816,-0.03101444622191707,-0.053229529572388024,-0.09654005354146022,-0.018052379139983366,-0.3703015847851939,2.1909103077467873,0.02970195110736995,-0.11455631741812022,-0.20681454948928035,0.01522731064095107,-0.03447665522023835,0.015361530441065308,0.03101444622191707,0.053229529572388135,0.09654005354146022,0.0637652682314922,0.06562636750687911,19.453942817510946,0.3289090139223845,-0.11731189576993051,-47696.54576910705,0.0013124951145471186,0.015302713662992407,0.3033546030307406,-0.8795693602607981,-0.19163530284539465,-13.547519040705426,0.03232694133646419,0.18509010458467556,0.3998946565722008,-0.8158040920293057,0.13991607164855457,5.906423776805522,-10.253301417750013,-0.041068938731851024,65.09768045811006,0.05856818740729963,0.06360986245241307,9.682785769035064,0.0001588159427083624,0.3669357583974653,0.02106275380895957,0.09429674958679968,0.03654303268069703,11.534554085927041,0.00015350787487183385,-0.6543260625002998,1.3929534916197028e-13
5,0.873268,-0.383193,1.3008,-0.030918194947325617,-0.03596398298455472,-0.09654005354146022,-0.029672443771362023,-0.4655126166413366,2.1909103077467873,0.030168117699119534,-0.06257841375995277,-0.20681454948928035,0.01525827397101906,-0.025747167114767877,0.015361530441065308,0.030918194947325617,0.03596398298455461,0.09654005354146022,0.03408579385431132,-0.05034234170176277,19.453942817510946,0.7900316407030914,-0.054336263173427546,-47696.54576910705,0.0007500772482060825,-0.10572986184963484,0.3033546030307406,-0.86298266579798,-0.10739224064419883,-13.547519040705426,0.0316682721955317,0.09641394450424623,0.3998946565722008,-0.8288968719436665,0.09006703694462104,5.906423776805522,-10.267371433189656,-0.049788317172047125,65.09768045811006,0.027633181381013117,-0.049631841328789505,9.682785769035064,7.392799950829698e-05,0.30242477242871124,0.02106275380895957,0.06885538610619513,-0.07828833945838487,11.534554085927041,0.00015349785068597132,-0.6543491064404678,1.3929534916197028e-13
6,-0.10443,-0.949344,1.299648,-0.029593858140593454,0.20159545642724552,-0.09654005354146022,-0.048086833872430734,-0.6163941425314621,2.1909103077467873,0.02965359716576188,-0.11994781600012727,-0.20681454948928035,0.014658166325066203,-0.1949354471170931,0.015361530441065308,0.029593858140593454,-0.20159545642724552,0.09654005354146022,-0.005131890120384952,-0.20358037182653899,19.453942817510946,1.0533726422436303,-0.01837171665704318,-47696.54576910705,-5.9739025168425997e-05,-0.2800026848241476,0.3033546030307406,-0.8057096111197444,0.18349498336097136,-13.547519040705426,0.029534119115425028,-0.19090557360731786,0.3998946565722008,-0.8108415012401302,0.15881048231528339,5.906423776805522,-9.991326944958164,0.12128017735419316,65.09768045811006,-0.011894649935371149,-0.19432872489298691,9.682785769035064,0.00015006172194493433,0.3602829477444154,0.02106275380895957,0.05604184903777565,-0.13612313454094138,11.534554085927041,4.06640814690601e-06,-0.9978672004086618,1.3929534916197028e-13
7,-1.211745,0.644123,0.770766,-0.032030054404181385,-0.23540925093502396,-0.09654005354146022,0.044214791265678954,0.13989536619183274,2.1909103077467873,0.029726150229123505,-0.11185809828062743,-0.20681454948928035,0.015633539896375025,0.08005151230989727,0.015361530441065308,0.032030054404181385,0.23540925093502385,0.09654005354146022,0.11080524052729146,0.24942897799206798,19.453942817510946,-0.36122251905180747,-0.2115633320251129,-47696.54576910705,0.0023039041750578804,0.2286543853671963,0.3033546030307406,-0.9255618130296783,-0.4252288659317456,-13.547519040705426,0.034333958579239265,0.45529341493339337,0.3998946565722008,-0.8147565725023853,0.14390436424890818,5.906423776805522,-10.43643117976881,-0.15455692355708273,65.09768045811006,0.11163552837523838,0.25786992179233925,9.682785769035064,0.00011782111757279584,0.3357815509868889,0.02106275380895957,0.13954705292237612,0.24078343928057344,11.534554085927041,0.00017243200263896617,-0.6108226324984353,1.3929534916197028e-13
8,-0.949017,-0.996593,0.762599,-0.03247266950714334,-0.3148055156920925,-0.09654005354146022,-0.07758090274077789,-0.8580589541890797,2.1909103077467873,0.034791367890392166,0.45291724226222274,-0.20681454948928035,0.016577283745711414,0.34612110783799843,0.015361530441065308,0.03247266950714334,0.31480551569209236,0.09654005354146022,-0.13295078341285382,-0.703016173122314,19.453942817510946,3.6886276242512395,0.3415257160576133,-47696.54576910705,-0.0023186983832488295,-0.7661317455269145,0.3033546030307406,-0.8282726113563994,0.06889853759879516,-13.547519040705426,0.030153971123894507,-0.10745533658634732,0.3998946565722008,-0.9612233947692534,-0.4137487662484326,5.906423776805522,-10.849970230854407,-0.4108326541476436,65.09768045811006,-0.1467394816002905,-0.6879461649817145,9.682785769035064,-0.0006280213790316319,-0.23102491197511632,0.02106275380895957,-0.0687074094068354,-0.6991876311214227,11.534554085927041,0.0003250176104385229,-0.2600536359093858,1.3929534916197028e-13
9,0.686636,-1.204917,0.739354,-0.031640985665085,-0.16561812900701545,-0.09654005354146022,-0.07717244916511379,-0.8547122183801158,2.1909103077467873,0.033885711976793687,0.35193596934904336,-0.20681454948928035,0.01610540666314577,0.21308485590850967,0.015361530441065308,0.031640985665085,0.16561812900701534,0.09654005354146022,-0.1254721232951166,-0.6737942755427884,19.453942817510946,3.179233103961451,0.271957578878135,-47696.54576910705,-0.002244726311708689,-0.7502129227612833,0.3033546030307406,-0.8067076402460946,0.17842603909614474,-13.547519040705426,0.02939625935337631,-0.20946553576187577,0.3998946565722008,-0.9321797635412112,-0.30316896650499414,5.906423776805522,-10.645240750768185,-0.28395903255183863,65.09768045811006,-0.13762221577736078,-0.654571200879966,9.682785769035064,-0.00043489661997582474,-0.08425885601937988,0.02106275380895957,-0.05191992557918823,-0.6234161496062518,11.534554085927041,0.00018862123118879303,-0.5736062820452961,1.3929534916197028e-13
10,1.366725,0.269244,0.725427,-0.032928127709254795,-0.3965055746341126,-0.09654005354146022,0.0038182192638447354,-0.1911010116905567,2.1909103077467873,0.0322366132286902,0.16806029621248997,-0.20681454948928035,0.01636862839749762,0.28729492937542433,0.015361530441065308,0.032928127709254795,0.3965055746341126,0.09654005354146022,0.02228384655695237,-0.0964569250272489,19.453942817510946,1.9018077121218084,0.09749927326956076,-47696.54576910705,0.0006915144805645923,-0.11833259554817477,0.3033546030307406,-0.9115608549068179,-0.354118640282839,-13.547519040705426,0.03361964218981939,0.35912550518951813,0.3998946565722008,-0.889277008349864,-0.1398223780480956,5.906423776805522,-10.759938679596385,-0.35503888687395646,65.09768045811006,0.017380465172855963,-0.08716327257565248,9.682785769035064,-0.00030889519461572285,0.011496511315781,0.02106275380895957,0.06063289879426925,-0.11540111060150615,11.534554085927041,0.00029416086447199466,-0.3309881753903352,1.3929534916197028e-13
11,0.207865,1.389844,0.696423,-0.03195783010978914,-0.22245366229585384,-0.09654005354146022,0.14918657068825825,1.0,2.1909103077467873,0.026069613587779372,-0.5195645118891792,-0.20681454948928035,0.01506691825793377,-0.07969606142374308,0.015361530441065308,0.03195783010978914,0.22245366229585395,0.09654005354146022,0.3028963103335496,1.0,19.453942817510946,-6.134344159865577,-1.0,-47696.54576910705,0.00588821652200977,1.0,0.3033546030307406,-1.0107646562799077,-0.857970208080294,-13.547519040705426,0.03784604663179891,0.9281233427548699,0.3998946565722008,-0.7078683459463593,0.5508672055924004,5.906423776805522,-10.180119258301385,0.004283033058136043,65.09768045811006,0.3143682467560911,1.0,9.682785769035064,0.0007123070162443901,0.7875638656724893,0.02106275380895957,0.307754609114971,1.0,11.534554085927041,0.00021833652931082774,-0.505295741779251,1.3929534916197028e-13
12,-1.484857,-0.223267,0.353294,-0.035773461462646594,-0.9069013349566846,-0.09654005354146022,-0.06730096033954247,-0.7738284482071855,2.1909103077467873,0.03811560705216266,0.8235722526067484,-0.20681454948928035,0.018430812094957803,0.8686861433936048,0.015361530441065308,0.035773461462646594,0.9069013349566846,0.09654005354146022,-0.1510501368842334,-0.7737370569530813,19.453942817510946,7.492416601431614,0.8610101290735424,-47696.54576910705,-0.0023421455895160648,-0.77117759476631,0.3033546030307406,-0.9167047649137823,-0.3802443238327141,-13.547519040705426,0.03343131587313053,0.3337712665160375,0.3998946565722008,-1.0677549017980146,-0.8193534449854721,5.906423776805522,-11.616818933111443,-0.8860591434173782,65.09768045811006,-0.16955685467853954,-0.7714721937465596,9.682785769035064,-0.0013941689313766506,-0.8132622961798337,0.02106275380895957,-0.08795848711867471,-0.7860787158108066,11.534554085927041,0.000748465382290613,0.7133825366262645,1.3929534916197028e-13
13,1.376946,-0.631352,0.242931,-0.03629246415552956,-1.0,-0.09654005354146022,-0.09490414873458719,-1.0,2.1909103077467873,0.03969790868235634,1.0,-0.20681454948928035,0.01889657987371867,1.0,0.015361530441065308,0.03629246415552956,1.0,0.09654005354146022,-0.20895683660083364,-1.0,19.453942817510946,8.510133641102584,1.0,-47696.54576910705,-0.003405444526826784,-1.0,0.3033546030307406,-0.9062446326410649,-0.32711779065525626,-13.547519040705426,0.032887019628702774,0.2604930485115915,0.3998946565722008,-1.1152014692418981,-1.0,5.906423776805522,-11.800679471143962,-1.0,65.09768045811006,-0.23198534901913526,-1.0,9.682785769035064,-0.001639891103455601,-1.0,0.02106275380895957,-0.13535362875908952,-1.0,11.534554085927041,0.0008731448730099303,1.0,1.3929534916197028e-13
